friction	mechanical waves	move	friction	energy is lost		all mechanical waves must lose energy as they move through a medium because some energy is lost due to friction.
friction		lack of water	friction			An excess of water creates too much suction, whereas a lack of water will create friction.
friction	kinetic energy		friction	converted to heat		Due to friction, kinetic energy is converted to heat and not potential energy.
friction	box		pushing	moves		Part of the energy of your pushing moves the box, and part of the energy is lost to kinetic friction.
friction			friction			In converting one form of energy into another, some energy is ordinarily wasted in overcoming friction.
friction	surfaces	force	resistance			Friction is a force that provides resistance whenever two surfaces are in contact.
friction	box	force	friction	stop		The box pushed across the floor will eventually stop because of the force, or friction, the floor has on the box.
friction	bicycle car	brakes	force exerted	stop		Friction is also the force exerted by brakes on a bicycle or car in order to stop.
friction	objects		slide over one another			When two objects slide over one another friction can occur.
friction	solid surfaces fluid layers material elements	force	resisting | sliding against each other			Friction is the force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other.
conduction	energy	water air	conducting			Students should realize that water is better than air at conducting energy.
conduction	energy	materials	conduct			Some materials conduct energy better than others.
conduction	water mineral		conduction			Root functions include water and mineral conduction, food and water storage, and anchorage.
conduction	warmed surface water		conduction	transferred downward into the water		The warmed surface water is then transferred downward into the water column by conduction and convection.
conduction	heat		direct transfer			The direct transfer of thermal motion (heat) between molecules of objects in direct contact with each other.
regeneration	organism		reproduction			The reproduction of a whole organism or of a part of an organism from a separated portion of the body of an organism
regeneration	genomes cells organisms ecosystems		regeneration|renewal | restoration | growth	resilient to natural fluctuations		regeneration is the process of renewal, restoration, and growth that makes genomes, cells, organisms, and ecosystems resilient to natural fluctuations or events that cause disturbance or damage.
regeneration	tissues organs limbs		regrowing			regrowing of tissues, organs, or limbs that have been lost or damaged
regeneration			forming 			The act of forming again, especially with improvements or removal of defects.
regeneration	part which has been removed		reproduction			The reproduction of a part which has been removed or destroyed
germinating | germination			germinated			The seeds of the water lily can be dispersed and germinated in the water.
germinating | germination	planting		germinates			A day or two after planting and watering, the tiny seed germinates.
germinating | germination	seed planted		germination			Growth of a Plant From a Seed Germination When a seed is planted in the ground, germination happens.
germinating | germination	seeds		germination			when seeds are first planted, they need an extra bit of water in order to start the germination process.
germinating | germination	plant		germination			The stages of plant germination and growth.
germinating | germination	plant		grows			Germination is the process by which a plant grows from a seed
germinating | germination			germination	cells		Germination can also refer to the emergence of cells from resting spores
germinating | germination	seed	water	germination	the temperature		germination starts when a seed is provided with water as long as the temperature is appropriate
germinating | germination			germination | resumption of growth			A seed contains an embryonic plant in a resting condition, and germination is its resumption of growth.
germinating | germination	plant		process | grows | germination			Germination is the process by which a plant grows from a seed.
germinating | germination		,	develop	a plant		to develop into a plant or individual, as a seed, spore, or bulb.
germinating | germination			grow | germinate	plant		Seeds need the right conditions to germinate, or grow into a new plant.
germinating | germination			process			The magic process when a seed comes to life.
graft | grafting	plants		grafted			Stems can be grafted to plants that have roots.
graft | grafting			grafted	branches		Axillary buds can be grafted to another plant to produce new branches from the grafted bud.
graft | grafting			grafted			For grafted trees, position the inside of the curve of the graft union away from the sun when planting.
photosynthesis	Plants	light energy	to drive photosynthesis			Plants use light energy to drive photosynthesis, and animals use light energy to see.
photosynthesis	Plants		photosynthesis	energy		Plants get their energy from the sun via photosynthesis.
photosynthesis	plants	sun	photosynthesis	energy		The sun also gives energy to plants with photosynthesis.
photosynthesis	A plant		does photosynthesis		whenever it can.	A plant does photosynthesis whenever it can.
photosynthesis	Plants		photosynthesis	get their energy to grow		Plants get their energy to grow through a process called photosynthesis.
germinating | germination			germinated			The seeds of the water lily can be dispersed and germinated in the water.
germinating | germination	planting		germinates			A day or two after planting and watering, the tiny seed germinates.
germinating | germination	seed planted		germination			Growth of a Plant From a Seed Germination When a seed is planted in the ground, germination happens.
germinating | germination	seeds		germination			when seeds are first planted, they need an extra bit of water in order to start the germination process.
germinating | germination	plant		germination			The stages of plant germination and growth.
germinating | germination	plant		grows			Germination is the process by which a plant grows from a seed
germinating | germination			germination	cells		Germination can also refer to the emergence of cells from resting spores
germinating | germination	seed	water	germination	the temperature		germination starts when a seed is provided with water as long as the temperature is appropriate
germinating | germination			germination | resumption of growth			A seed contains an embryonic plant in a resting condition, and germination is its resumption of growth.
germinating | germination	plant		process | grows | germination			Germination is the process by which a plant grows from a seed.
germinating | germination		,	develop	a plant		to develop into a plant or individual, as a seed, spore, or bulb.
germinating | germination			grow | germinate	plant		Seeds need the right conditions to germinate, or grow into a new plant.
germinating | germination			process			The magic process when a seed comes to life.
gravity | gravitational pull	water	height above the Earth	gravitational energy			A simple example of potential energy is the gravitational energy of some water at a height above the Earth.
gravity | gravitational pull	water	flowing down	gravitational energy			An example of gravitational energy is water flowing down a waterfall.
gravity | gravitational pull	water		gravitational potential energy			The gravitational potential energy of the water is converting to kinetic energy.
gravity | gravitational pull			gravitational potential energy			Electrical energy and gravitational potential energy are two examples of stored energy.
gravity | gravitational pull	water cycle		gravity			The water cycle is powered by the Sun's energy and the Earth's gravity.
gravity | gravitational pull	you		gravity	come back down to the ground		When you jump up in the air, you come back down to the ground due to gravity.
gravity | gravitational pull	matter		attraction			Gravity, or gravitation, is the attraction of all matter for all other matter.
gravity | gravitational pull	terrestrial bodies	force	attraction	fall toward the center of earth		the force of attraction by which terrestrial bodies tend to fall toward the center of the earth.
gravity | gravitational pull	physical bodies		attract			gravity is a natural phenomenon by which all physical bodies attract each other.
work			work			The water has energy, that is, kinetic energy, so, it has the ability to do work.
work		external forces	work			The work done on an object by external forces changes the amount of energy the object has.
work	water		work			And the water is doing work.
work			work			The only way to change energy is if something does work on it.
work	energy plants animals		work			The functional work (energy transformations) of plants and animals.
help	Water plant	transporting important through	helps	plant nutrients		Water helps a plant by transporting important nutrients through the plant.
help	Plants		help		animals	Plants help animals because they're food to some of them.
help	animals plants		help		plants	Some animals help plants make new plants.
help	Animals	pollen	help	move		Animals also help move pollen between plants.
help	plants	animal	help		feed the animal	The plants help feed the animal.
destroy			destroy	, trouble		If you 'destroy' someone you hurt them badly, especially their feelings, or cause them much trouble.
destroy	something break		destroy	make it		If you 'destroy' something, you break it or make it not exist anymore.
destroy			put			put (an animal) to death
destroy		damaging	put			put an end to the existence of (something) by damaging or attacking it.
destroy			process			the action or process of causing so much damage to something that it no longer exists or cannot be repaired.
build	food	water	build up			Without a digestive system all the food and water in your body would build up.
build	much water		builds up			If too much water builds up, the systems shut down for a human.
build			build			The body then burns these nutrients for energy or uses them to build new tissues and body parts.
build	plant		builds		in the foliage	Basically the plant builds it's own energy in the foliage.
build	materials		make | combining			To make something by combining materials or parts.
plant | planting	plants		putting			to putting seeds or young plants in the ground to grow
plant | planting			plant			For there to be enough food, farmers plant and harvest grain, wheat, corn, fruits, and vegetables.
plant | planting	planting		hand sowing | planting			Hand sowing or (planting) is the process of casting handfuls of seed over prepared ground, or broadcasting
plant | planting						place (a seed, bulb, or plant) in the ground so that it can grow.
plant | planting	plants		putting			putting seeds or young plants in the ground to grow.
hibernate | hibernation	animals	winter	hibernate			Some animals hibernate for part or all of the winter.
hibernate | hibernation	animals	winter	hibernate			There are many animals who hibernate in winter.
hibernate | hibernation	animals	too cold and it is hard to find food	hibernate			Most animals hibernate when it becomes too cold and it is hard to find food.
hibernate | hibernation	animal		hibernates			Every animal hibernates in different ways.
hibernate | hibernation	animals		hibernation		store enough energy	Before entering hibernation, animals need to store enough energy to last through the entire winter.
hibernate | hibernation		winter	going into a dormant state			Hibernation is going into a dormant state for the winter.
hibernate | hibernation	animals	long winters	storing food and going dormant			When some animals prepare for the long winters by storing food and going dormant it is called hibernation.
hibernate | hibernation	endotherms		state of inactivity and metabolic depression			Hibernation is a state of inactivity and metabolic depression in endotherms
hibernate | hibernation	animals		deep sleep | torpor	survive winter extremes		Hibernation is an extended period of deep sleep, or torpor, that allows animals to survive winter extremes
hibernate | hibernation			deep sleep	survive the winter		Hibernation is a deep sleep that helps them to save energy and survive the winter without eating much.
hibernate | hibernation	animals	changes in their environment seasonal	hibernation			Ways that animals respond to changes in their environment, such as seasonal changes include hibernation, migration, growing thick fur, or shivering.
hibernate | hibernation	animals	long winters	hibernation |  storing food and going dormant			When some animals prepare for the long winters by storing food and going dormant it is called hibernation.
hibernate | hibernation	animals	winter	resting | deep sleep			Hibernation is a state of resting (torpor) or deep sleep some animals go into to conserve energy, usually during the winter.
hibernate | hibernation	animals		slow their metabolism to very low levels, with body temperature and breathing rates lowered			During hibernation animals slow their metabolism to very low levels, with body temperature and breathing rates lowered, gradually using up body fat which was stored up during the warmer months during which the animal was active.
hibernate | hibernation	animals	cold season weather is freezing food scarce	hibernate |  go into a deep sleep	survive		Some animals hibernate (go into a deep sleep) so they can survive throughout the cold season when the weather is freezing and the food is scarce.
hibernate | hibernation	animals	long winters	storing food and going dormant | hibernation			When some animals prepare for the long winters by storing food and going dormant it is called hibernation.
hibernate | hibernation	bears animals		dormant condition		close quarters	to spend the winter in close quarters in a dormant condition, as bears and certain other animals.
hibernate | hibernation	animals	cold climates winter	inactive state | deep sleep			An inactive state resembling deep sleep in which certain animals living in cold climates pass the winter.
hibernate | hibernation	endotherms		state of inactivity | metabolic depression			Hibernation is a state of inactivity and metabolic depression in endotherms.
camouflage	animals		camouflage	hide from their enemies		Some animals use camouflage to hide from their enemies.
camouflage	animals		camouflage			Most animals of the open sea use at least one of these methods to camouflage themselves.
camouflage	animals		camouflage	hide from predators		Prey animals often use camouflage to hide from predators.
camouflage	animals		camouflage			There are four basic ways animals camouflage themselves.
camouflage	animals octopuses		camouflage		aggressive | defensive	An example of animals that uses both aggressive and defensive camouflage is octopuses.
camouflage	Animals		change color | camouflage	can not be easily seen		Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.
camouflage			use of any combination of materials, coloration or illumination	concealment		Camouflage is the use of any combination of materials, coloration or illumination for concealment
camouflage	animals	avoid detection by predators or prey	adaptation	blend in to their natural environments		Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.
camouflage	species		adaptation	blend with their surroundings		Structural adaptation that enables species to blend with their surroundings
camouflage	animal	primary defense against predators	camouflage	avoid detection or recognition		A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage
camouflage	Animals		change color | camouflage	can not be easily seen		Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.
camouflage						Something, that makes an animal, person, building etc. difficult for enemies to see.
camouflage			mimicking the surrounding environment	avoiding detection		Camouflage is a method of avoiding detection by mimicking the surrounding environment
camouflage	leopard		camouflage	blend in with the forest shadows		The leopard's camouflage makes it blend in with the forest shadows.
camouflage	Rabbits	white fur	camouflage |use		snow	Rabbits use their white fur as camouflage in the snow.
migrate | migration	animals		migrating			Plants or go dormant, and animals alter the patterns of their lives, changing color, migrating, and even going dormant themselves.
migrate | migration	Animals		migrate	breed grow find food avoid cold weather		Animals migrate in order to breed, grow, find food or avoid cold weather.
migrate | migration	Animals		migrate	to raise their young find the food they need stay warm		Animals may migrate to raise their young, find the food they need, to stay warm.
migrate | migration	animals	cold months changes in the weather	moving			Moving to a warmer climate in the cold months is another way some animals deal with changes in the weather.
migrate | migration	animals	change in seasons	move | migration			When animals move to a warmer climate to avoid the change in seasons, we call this migration.
migrate | migration	individuals		long distance movement | migration		seasonal	migration is the relatively long distance movement of individuals, usually on a seasonal basis
migrate | migration	animal	locomotory exertions active embarkation	movement			Migratory behavior is persistent and straightened out movement effected by the animal’s own locomotory exertions or by its active embarkation upon a vehicle
migrate | migration	people animals		movement to another place			The definition of a migration is a movement to another place, often of a large group of people or animals.
migrate | migration	animals	change in seasons	move | migration		warmer climate	When animals move to a warmer climate to avoid the change in seasons, we call this migration.
migrate | migration	animals birds fishes	for feeding or breeding	periodic passage	from one region to another		the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding
migrate | migration	animals	food	migrate			food is the single most important reason that animals migrate
migrate | migration	Animals	avoid extreme heat or cold	migrate			Animals also migrate to avoid extreme heat or cold
migrate | migration	animal bird fish	seasons	move	one region or habitat to another	regularly	(of an animal, typically a bird or fish) move from one region or habitat to another, especially regularly according to the seasons.
migrate | migration			moving			Migration is moving to warmer climates.
migrate | migration	mammals birds fishes insects animals		move	one place to another	certain times of the year	Many mammals, birds, fishes, insects, and other animals move from one place to another at certain times of the year.
migrate | migration	animals		seasonal movement	from one area to another		The seasonal movement of a complete population of animals from one area to another.
migrate | migration	atom double bond		movement	from one position to another	molecule	The movement of one atom or more, or of a double bond, from one position to another within a molecule.
migrate | migration	Animal		movement | migration			Animal migration is the relatively long-distance movement of individuals, usually on a seasonal basis.
hibernate | hibernation	animals	winter	hibernate			Some animals hibernate for part or all of the winter.
hibernate | hibernation	animals	winter	hibernate			There are many animals who hibernate in winter.
hibernate | hibernation	animals	too cold and it is hard to find food	hibernate			Most animals hibernate when it becomes too cold and it is hard to find food.
hibernate | hibernation	animal		hibernates			Every animal hibernates in different ways.
hibernate | hibernation	animals		hibernation		store enough energy	Before entering hibernation, animals need to store enough energy to last through the entire winter.
hibernate | hibernation		winter	going into a dormant state			Hibernation is going into a dormant state for the winter.
hibernate | hibernation	animals	long winters	storing food and going dormant			When some animals prepare for the long winters by storing food and going dormant it is called hibernation.
hibernate | hibernation	endotherms		state of inactivity and metabolic depression			Hibernation is a state of inactivity and metabolic depression in endotherms
hibernate | hibernation	animals		deep sleep | torpor	survive winter extremes		Hibernation is an extended period of deep sleep, or torpor, that allows animals to survive winter extremes
hibernate | hibernation			deep sleep	survive the winter		Hibernation is a deep sleep that helps them to save energy and survive the winter without eating much.
hibernate | hibernation	animals	changes in their environment seasonal	hibernation			Ways that animals respond to changes in their environment, such as seasonal changes include hibernation, migration, growing thick fur, or shivering.
hibernate | hibernation	animals	long winters	hibernation |  storing food and going dormant			When some animals prepare for the long winters by storing food and going dormant it is called hibernation.
hibernate | hibernation	animals	winter	resting | deep sleep			Hibernation is a state of resting (torpor) or deep sleep some animals go into to conserve energy, usually during the winter.
hibernate | hibernation	animals		slow their metabolism to very low levels, with body temperature and breathing rates lowered			During hibernation animals slow their metabolism to very low levels, with body temperature and breathing rates lowered, gradually using up body fat which was stored up during the warmer months during which the animal was active.
hibernate | hibernation	animals	cold season weather is freezing food scarce	hibernate |  go into a deep sleep	survive		Some animals hibernate (go into a deep sleep) so they can survive throughout the cold season when the weather is freezing and the food is scarce.
hibernate | hibernation	animals	long winters	storing food and going dormant | hibernation			When some animals prepare for the long winters by storing food and going dormant it is called hibernation.
hibernate | hibernation	bears animals		dormant condition		close quarters	to spend the winter in close quarters in a dormant condition, as bears and certain other animals.
hibernate | hibernation	animals	cold climates winter	inactive state | deep sleep			An inactive state resembling deep sleep in which certain animals living in cold climates pass the winter.
hibernate | hibernation	endotherms		state of inactivity | metabolic depression			Hibernation is a state of inactivity and metabolic depression in endotherms.
migrate | migration	animals		migrating			Plants or go dormant, and animals alter the patterns of their lives, changing color, migrating, and even going dormant themselves.
migrate | migration	Animals		migrate	breed grow find food avoid cold weather		Animals migrate in order to breed, grow, find food or avoid cold weather.
migrate | migration	Animals		migrate	to raise their young find the food they need stay warm		Animals may migrate to raise their young, find the food they need, to stay warm.
migrate | migration	animals	cold months changes in the weather	moving			Moving to a warmer climate in the cold months is another way some animals deal with changes in the weather.
migrate | migration	animals	change in seasons	move | migration			When animals move to a warmer climate to avoid the change in seasons, we call this migration.
migrate | migration	individuals		long distance movement | migration		seasonal	migration is the relatively long distance movement of individuals, usually on a seasonal basis
migrate | migration	animal	locomotory exertions active embarkation	movement			Migratory behavior is persistent and straightened out movement effected by the animal’s own locomotory exertions or by its active embarkation upon a vehicle
migrate | migration	people animals		movement to another place			The definition of a migration is a movement to another place, often of a large group of people or animals.
migrate | migration	animals	change in seasons	move | migration		warmer climate	When animals move to a warmer climate to avoid the change in seasons, we call this migration.
migrate | migration	animals birds fishes	for feeding or breeding	periodic passage	from one region to another		the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding
migrate | migration	animals	food	migrate			food is the single most important reason that animals migrate
migrate | migration	Animals	avoid extreme heat or cold	migrate			Animals also migrate to avoid extreme heat or cold
migrate | migration	animal bird fish	seasons	move	one region or habitat to another	regularly	(of an animal, typically a bird or fish) move from one region or habitat to another, especially regularly according to the seasons.
migrate | migration			moving			Migration is moving to warmer climates.
migrate | migration	mammals birds fishes insects animals		move	one place to another	certain times of the year	Many mammals, birds, fishes, insects, and other animals move from one place to another at certain times of the year.
migrate | migration	animals		seasonal movement	from one area to another		The seasonal movement of a complete population of animals from one area to another.
migrate | migration	atom double bond		movement	from one position to another	molecule	The movement of one atom or more, or of a double bond, from one position to another within a molecule.
migrate | migration	Animal		movement | migration			Animal migration is the relatively long-distance movement of individuals, usually on a seasonal basis.
adaptation	animals	live in their environment	adaptation	features		The adaptation of animals are the features an animal has to live in their environment.
adaptation	Animals plants	conditions of the habitats in which they live	adapted			Animals and plants are adapted to the conditions of the habitats in which they live.
adaptation	Plants	changes in the environment	adapted			Plants and animals have adapted to changes in the environment for millions of years.
