eclipse	Moon	passes between Earth and Sun	eclipse of the sun			An eclipse of the Sun can only occur at New Moon when the Moon passes between Earth and Sun.
eclipse	earth	is in between the sun and moon	lunar eclipse			a lunar eclipse is when the earth is in between the sun and moon.
eclipse	moon	is between the sun and earth	solar eclipse			A solar eclipse is when the moon is between the sun and the earth.
eclipse	Moon		astronomical alignment	shadow		An astronomical alignment in which a planetary object (for example, the Moon) comes between the Sun and another planetary object (for example, the Earth), resulting in a shadow being cast by the middle object onto the other object.
eclipse	celestial body		obscuring			The partial or complete obscuring, relative to a designated observer, of one celestial body by another.
reflect | reflection	light from the Sun	moon	reflecting			Only the part of the moon that is reflecting the light from the Sun is changing.
reflect | reflection	something	light sound	reflects	goes in a different direction		If light or sound 'reflects' off something, it hits it and goes in a different direction.
reflect | reflection		surface	striking | falling	return throw off		To cause to return or to throw off after striking or falling on any surface, and in accordance with certain physical laws
reflect | reflection	light		throw | bend back			To throw or bend back (light, for example) from a surface
reflect | reflection	light	matter	reflected			When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.
osmosis	Plant roots		osmosis	uptake water	from the surrounding soil	Plant roots uptake water from the surrounding soil through osmosis.
osmosis	Roots		osmosis	absorb water	from the surrounding soil	Roots absorb water from the surrounding soil using the process of osmosis.
osmosis	Water		osmosis	taken into the plant	through roots	Water is taken into the plant through roots by osmosis and is carried through the stems to the leaves.
osmosis	Water		osmosis	enters plant cells from the environment		Water enters plant cells from the environment via osmosis.
osmosis	plant		osmosis	water gained		Any water gained by osmosis may help keep a plant cell rigid or turgid.
diffusion	energy	objects that are in physical contact	diffusion | transfer			Conduction or diffusion The transfer of energy between objects that are in physical contact.
diffusion	water		diffusion		into the blood	the diffusion of water into the blood.
diffusion	water from the lumen		diffuses		into the blood	The water from the lumen diffuses into the blood.
diffusion	Plants		diffusion	get rid of carbon dioxide and oxygen		Plants get rid of carbon dioxide and oxygen through diffusion.
diffusion	Oxygen from the water		diffuses		into the capillaries in the gills	Oxygen from the water diffuses into the capillaries in the gills.
breathe | breathing	us		breathe		oxygen	Plants need energy to give oxygen for us to breathe and animals need energy to search for more foods.
breathe | breathing	animals plants		breathe		oxygen	All animals and plants need oxygen to breathe.
breathe | breathing	Animals		breathe in oxygen		use it to extract energy from food	Animals breathe in oxygen and use it to extract energy from food.
breathe | breathing	plants		breathing			All the plants around you are breathing and releasing water, too.
breathe | breathing	Animals		take in air  | breathing			Animals take in air by breathing.
breathe | breathing	Humans		inhale | breathe	carbon dioxide	oxygen	Humans inhale (breathe in) oxygen and exhale (breathe out) carbon dioxide.
breathe | breathing		lungs	process | moves air in and out			Breathing is the process that moves air in and out of the lungs
breathe | breathing	mouth nose	muscle contraction relaxation	process of respiration | inhaled | exhaled			The process of respiration, during which air is inhaled into the lungs through the mouth or nose due to muscle contraction and then exhaled due to muscle relaxation.
breathe | breathing	fish		breathes | taking | forcing it out			A fish breathes by taking water into its mouth and forcing it out through the gill passages
absorb | absorption	Plants	their roots systems	absorb water and the nutrients from the water			Plants absorb water and the nutrients from the water via their roots systems.
absorb | absorption	plant	the roots	absorbs the water			The part of the plant that absorbs the water is the roots.
absorb | absorption	Plants		absorb		water	Plants need much more water than animals because they lose most of the water they absorb.
absorb | absorption	Plants		absorb		water	Plants only absorb as much water as they need.
absorb | absorption	Plants		absorbing light energy	obtain energy		Plants obtain energy by absorbing light energy.
condensation | condense	gas		phase change	liquid		Condensation is defined as the phase change from gas (vapor) to liquid.
condensation | condense	water vapor		condensation	liquid water	in the air	condensation is the process in which water vapor in the air is changed into liquid water.
condensation | condense	Water vapour		condenses	liquid water		Water vapour condenses to liquid water.
condensation | condense	water		condensed	Water drops	cold glass of water	Water drops on the outside of a cold glass of water are condensed water.
condensation | condense	water vapor		condensed	water		The water in a cloud comes from water vapor in the air that has condensed.
condensation | condense	water molecules		condensed | form	liquid water		The condensed water molecules form liquid water droplets.
precipitation	Water		precipitation | falling		the earth [destination]	precipitation Water falling to the Earth.
precipitation			precipitation			The plant will then use the stored water in times or seasons of low precipitation.
precipitation	Water		falls		sky [source] earth[destination]	precipitation Water that falls to the Earth from the sky.
precipitation	water		precipitation | falls back			Rain is a form of precipitation in which water falls back to earth as a liquid.
precipitation	water		precipitates			Also when the air cannot hold any more water, it precipitates.
precipitation	water		falls | precipitation		sky	Precipitation is the term used to describe water (moisture) that falls from the sky.
precipitation	water		falling		sky	Different forms of precipitation include: Rain is liquid water falling from the sky.
precipitation	water vapour		falling		atmosphere	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.
precipitation	water vapour	gravity	falls | precipitation			precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.
precipitation	liquid solid water		fall | precipitation	reach the ground	clouds	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation
evaporate | evaporation	water		evaporation	Clouds		Clouds get their water from evaporation.
evaporate | evaporation	oils		evaporate 			Essential oils evaporate readily and are easily damaged by light, extremes of temperature and prolonged exposure to oxygen in the air.
evaporate | evaporation	moisture		evaporation | extracting			evaporation - the process of extracting moisture
evaporate | evaporation	matter		evaporation | changes	one state to another		Evaporation and condensation are two processes through which matter changes from one state to another.
evaporate | evaporation	water liquid state		evaporation | changing	gaseous state vapor		Evaporation involves changing water from its liquid state to a gaseous state (vapor)
evaporate | evaporation	liquid		evaporation | vaporization	gaseous phase	surface of a liquid	Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.
evaporate | evaporation	substance liquid state	increase in temperature and/or pressure	process | changing | evaporation	gaseous state		Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.
evaporate | evaporation	matter liquid		evaporation | changes	gas		In evaporation, matter changes from a liquid to a gas.
